,WeekPeriod,StartOfWeek,EndOfWeek,List_of_Sites_SHS_Portfolio,Facility_Type,PA,Facility_CD,Report_Status,Late_Submission_FLG
1410,2025-09-06 - 2025-09-12,9/6/2025,9/12/2025,B,Fruit Pie,Staff 1,FPB,Y,N
1411,2025-09-06 - 2025-09-12,9/6/2025,9/12/2025,C,Gummy Bears,Staff 6,GaC,N,N
1500,2025-09-06 - 2025-09-12,9/6/2025,9/12/2025,D,Fruit Pie,Staff 1,FPD,Y,Y
3105,2025-09-06 - 2025-09-12,9/6/2025,9/12/2025,E,Fruit Pie,Staff 3,FPE,Y,N
1570,2025-09-06 - 2025-09-12,9/6/2025,9/12/2025,F,Fruit Pie,Staff 3,FPF,Y,N
1922,2025-09-06 - 2025-09-12,9/6/2025,9/12/2025,G,Candy Canes,Staff 2,CnG,Y,N
1501,2025-09-06 - 2025-09-12,9/6/2025,9/12/2025,H,Candy Canes,Staff 2,CnH,Y,N
1361,2025-09-06 - 2025-09-12,9/6/2025,9/12/2025,I,Candy Canes,Staff 2,CnI,Y,N
1881,2025-09-06 - 2025-09-12,9/6/2025,9/12/2025,J,Fruit Pie,Staff 3,FPJ,Y,N
1412,2025-09-06 - 2025-09-12,9/6/2025,9/12/2025,K,Fruit Pie,Staff 3,FPK,N,N
1923,2025-09-06 - 2025-09-12,9/6/2025,9/12/2025,L,Fruit Pie,Staff 1,FPL,N,N
1924,2025-09-06 - 2025-09-12,9/6/2025,9/12/2025,M,Candy Canes,Staff 2,CnM,Y,N
3106,2025-09-06 - 2025-09-12,9/6/2025,9/12/2025,N,Fruit Pie,Staff 4,FPN,Y,N
1882,2025-09-06 - 2025-09-12,9/6/2025,9/12/2025,O,Fruit Pie,Staff 3,FPO,Y,N
3107,2025-09-06 - 2025-09-12,9/6/2025,9/12/2025,P,Fruit Pie,Staff 4,FPP,Y,N
3108,2025-09-06 - 2025-09-12,9/6/2025,9/12/2025,Q,Fruit Pie,Staff 4,FPQ,N,N
2108,2025-09-06 - 2025-09-12,9/6/2025,9/12/2025,R,Fruit Pie,Staff 3,FPR,N,N
1925,2025-09-06 - 2025-09-12,9/6/2025,9/12/2025,S,Fruit Pie,Staff 1,FPS,Y,N
1883,2025-09-06 - 2025-09-12,9/6/2025,9/12/2025,T,Fruit Pie,Staff 1,FPT,Y,N
1571,2025-09-06 - 2025-09-12,9/6/2025,9/12/2025,U,Fruit Pie,Staff 1,FPU,N,N
1362,2025-09-06 - 2025-09-12,9/6/2025,9/12/2025,V,Cookie Dough,Staff 5,CuV,Y,N
2109,2025-09-06 - 2025-09-12,9/6/2025,9/12/2025,W,Fruit Pie,Staff 1,FPW,Y,N
1413,2025-09-06 - 2025-09-12,9/6/2025,9/12/2025,X,Cookie Dough,Staff 5,CuX,Y,N
1502,2025-09-06 - 2025-09-12,9/6/2025,9/12/2025,Y,Gummy Bears,Staff 6,GaY,N,N
2110,2025-09-06 - 2025-09-12,9/6/2025,9/12/2025,Z,Cookie Dough,Staff 4,CuZ,N,N
1363,2025-09-06 - 2025-09-12,9/6/2025,9/12/2025,AA,Cookie Dough,Staff 6,CuAA,Y,N
1884,2025-09-06 - 2025-09-12,9/6/2025,9/12/2025,AB,Gummy Bears,Staff 3,GaAB,Y,N
1885,2025-09-06 - 2025-09-12,9/6/2025,9/12/2025,AC,Fruit Pie,Staff 4,FPAC,Y,N
2111,2025-09-06 - 2025-09-12,9/6/2025,9/12/2025,AD,Fruit Pie,Staff 3,FPAD,Y,Y
1414,2025-09-06 - 2025-09-12,9/6/2025,9/12/2025,AE,Candy Canes,Staff 2,CnAE,Y,N
1926,2025-09-06 - 2025-09-12,9/6/2025,9/12/2025,AF,Fruit Pie,Staff 4,FPAF,Y,N
1927,2025-09-06 - 2025-09-12,9/6/2025,9/12/2025,AG,Gummy Bears,Staff 6,GaAG,Y,N
1572,2025-09-06 - 2025-09-12,9/6/2025,9/12/2025,AH,Cookie Dough,Staff 5,CuAH,N,N
1886,2025-09-06 - 2025-09-12,9/6/2025,9/12/2025,AI,Cookie Dough,Staff 5,CuAI,Y,N
2112,2025-09-06 - 2025-09-12,9/6/2025,9/12/2025,AJ,Gummy Bears,Staff 6,GaAJ,Y,N
1573,2025-09-06 - 2025-09-12,9/6/2025,9/12/2025,AK,Fruit Pie,Staff 6,FPAK,Y,N
1574,2025-09-06 - 2025-09-12,9/6/2025,9/12/2025,AL,Gummy Bears,Staff 6,GaAL,N,N
3109,2025-09-06 - 2025-09-12,9/6/2025,9/12/2025,AM,Candy Canes,Staff 2,CnAM,Y,N
1887,2025-09-06 - 2025-09-12,9/6/2025,9/12/2025,AN,Cookie Dough,Staff 5,CuAN,Y,N
1928,2025-09-06 - 2025-09-12,9/6/2025,9/12/2025,AO,Fruit Pie,Staff 1,FPAO,N,N
1929,2025-09-06 - 2025-09-12,9/6/2025,9/12/2025,AP,Gummy Bears,Staff 6,GaAP,Y,Y
1575,2025-09-06 - 2025-09-12,9/6/2025,9/12/2025,AQ,Cookie Dough,Staff 1,CuAQ,N,N
1364,2025-09-06 - 2025-09-12,9/6/2025,9/12/2025,AR,Fruit Pie,Staff 3,FPAR,Y,N
1415,2025-09-06 - 2025-09-12,9/6/2025,9/12/2025,AS,Fruit Pie,Staff 3,FPAS,Y,N
1930,2025-09-06 - 2025-09-12,9/6/2025,9/12/2025,AT,Gummy Bears,Staff 6,GaAT,N,N
1576,2025-09-06 - 2025-09-12,9/6/2025,9/12/2025,AU,Cookie Dough,Staff 5,CuAU,N,N
1365,2025-09-06 - 2025-09-12,9/6/2025,9/12/2025,AV,Cookie Dough,Staff 5,CuAV,Y,Y
1577,2025-09-06 - 2025-09-12,9/6/2025,9/12/2025,AW,Fruit Pie,Staff 1,FPAW,N,N
1888,2025-09-06 - 2025-09-12,9/6/2025,9/12/2025,AX,Gummy Bears,Staff 6,GaAX,Y,N
3110,2025-09-06 - 2025-09-12,9/6/2025,9/12/2025,AY,Fruit Pie,Staff 6,FPAY,N,N
1416,2025-09-06 - 2025-09-12,9/6/2025,9/12/2025,AZ,Cookie Dough,Staff 5,CuAZ,Y,N
1366,2025-09-06 - 2025-09-12,9/6/2025,9/12/2025,AAA,Cookie Dough,Staff 5,CuAAA,Y,N
1931,2025-09-06 - 2025-09-12,9/6/2025,9/12/2025,AAB,Fruit Pie,Staff 4,FPAAB,Y,N
1578,2025-09-06 - 2025-09-12,9/6/2025,9/12/2025,AAC,Fruit Pie,Staff 4,FPAAC,Y,Y
1889,2025-09-06 - 2025-09-12,9/6/2025,9/12/2025,AAD,Fruit Pie,Staff 1,FPAAD,Y,N
1890,2025-09-13 - 2025-09-19,9/13/2025,9/19/2025,A,Fruit Pie,Staff 1,FPA,N,N
3111,2025-09-13 - 2025-09-19,9/13/2025,9/19/2025,B,Fruit Pie,Staff 1,FPB,Y,N
3112,2025-09-13 - 2025-09-19,9/13/2025,9/19/2025,C,Gummy Bears,Staff 6,GaC,N,N
1579,2025-09-13 - 2025-09-19,9/13/2025,9/19/2025,D,Fruit Pie,Staff 1,FPD,Y,Y
1891,2025-09-13 - 2025-09-19,9/13/2025,9/19/2025,E,Fruit Pie,Staff 3,FPE,Y,N
2113,2025-09-13 - 2025-09-19,9/13/2025,9/19/2025,F,Fruit Pie,Staff 3,FPF,Y,N
1417,2025-09-13 - 2025-09-19,9/13/2025,9/19/2025,G,Candy Canes,Staff 2,CnG,Y,N
3113,2025-09-13 - 2025-09-19,9/13/2025,9/19/2025,H,Candy Canes,Staff 2,CnH,Y,N
1367,2025-09-13 - 2025-09-19,9/13/2025,9/19/2025,I,Candy Canes,Staff 2,CnI,Y,N
2114,2025-09-13 - 2025-09-19,9/13/2025,9/19/2025,J,Fruit Pie,Staff 3,FPJ,Y,N
3114,2025-09-13 - 2025-09-19,9/13/2025,9/19/2025,K,Fruit Pie,Staff 3,FPK,N,N
2115,2025-09-13 - 2025-09-19,9/13/2025,9/19/2025,L,Fruit Pie,Staff 1,FPL,N,N
2116,2025-09-13 - 2025-09-19,9/13/2025,9/19/2025,M,Candy Canes,Staff 2,CnM,Y,N
1368,2025-09-13 - 2025-09-19,9/13/2025,9/19/2025,N,Fruit Pie,Staff 4,FPN,Y,N
3115,2025-09-13 - 2025-09-19,9/13/2025,9/19/2025,O,Fruit Pie,Staff 3,FPO,N,N
1503,2025-09-13 - 2025-09-19,9/13/2025,9/19/2025,P,Fruit Pie,Staff 4,FPP,Y,N
2117,2025-09-13 - 2025-09-19,9/13/2025,9/19/2025,Q,Fruit Pie,Staff 4,FPQ,Y,Y
1932,2025-09-13 - 2025-09-19,9/13/2025,9/19/2025,R,Fruit Pie,Staff 3,FPR,N,N
3116,2025-09-13 - 2025-09-19,9/13/2025,9/19/2025,S,Fruit Pie,Staff 1,FPS,Y,N
1580,2025-09-13 - 2025-09-19,9/13/2025,9/19/2025,T,Fruit Pie,Staff 1,FPT,Y,N
1504,2025-09-13 - 2025-09-19,9/13/2025,9/19/2025,U,Fruit Pie,Staff 1,FPU,N,N
1369,2025-09-13 - 2025-09-19,9/13/2025,9/19/2025,V,Cookie Dough,Staff 5,CuV,Y,N
1581,2025-09-13 - 2025-09-19,9/13/2025,9/19/2025,W,Fruit Pie,Staff 1,FPW,Y,N
1933,2025-09-13 - 2025-09-19,9/13/2025,9/19/2025,X,Cookie Dough,Staff 5,CuX,N,N
3117,2025-09-13 - 2025-09-19,9/13/2025,9/19/2025,Y,Gummy Bears,Staff 6,GaY,N,N
1934,2025-09-13 - 2025-09-19,9/13/2025,9/19/2025,Z,Cookie Dough,Staff 4,CuZ,Y,N
1370,2025-09-13 - 2025-09-19,9/13/2025,9/19/2025,AA,Cookie Dough,Staff 6,CuAA,Y,N
1935,2025-09-13 - 2025-09-19,9/13/2025,9/19/2025,AB,Gummy Bears,Staff 3,GaAB,Y,N
1505,2025-09-13 - 2025-09-19,9/13/2025,9/19/2025,AC,Fruit Pie,Staff 4,FPAC,Y,N
1936,2025-09-13 - 2025-09-19,9/13/2025,9/19/2025,AD,Fruit Pie,Staff 3,FPAD,Y,N
1582,2025-09-13 - 2025-09-19,9/13/2025,9/19/2025,AE,Candy Canes,Staff 2,CnAE,Y,N
2118,2025-09-13 - 2025-09-19,9/13/2025,9/19/2025,AF,Fruit Pie,Staff 4,FPAF,Y,N
1418,2025-09-13 - 2025-09-19,9/13/2025,9/19/2025,AG,Gummy Bears,Staff 6,GaAG,Y,N
1892,2025-09-13 - 2025-09-19,9/13/2025,9/19/2025,AH,Cookie Dough,Staff 5,CuAH,N,N
1506,2025-09-13 - 2025-09-19,9/13/2025,9/19/2025,AI,Cookie Dough,Staff 5,CuAI,Y,N
1583,2025-09-13 - 2025-09-19,9/13/2025,9/19/2025,AJ,Gummy Bears,Staff 6,GaAJ,Y,N
1507,2025-09-13 - 2025-09-19,9/13/2025,9/19/2025,AK,Fruit Pie,Staff 6,FPAK,Y,N
2119,2025-09-13 - 2025-09-19,9/13/2025,9/19/2025,AL,Gummy Bears,Staff 6,GaAL,Y,N
1893,2025-09-13 - 2025-09-19,9/13/2025,9/19/2025,AM,Candy Canes,Staff 2,CnAM,Y,N
1937,2025-09-13 - 2025-09-19,9/13/2025,9/19/2025,AN,Cookie Dough,Staff 5,CuAN,Y,N
3118,2025-09-13 - 2025-09-19,9/13/2025,9/19/2025,AO,Fruit Pie,Staff 1,FPAO,N,N
1584,2025-09-13 - 2025-09-19,9/13/2025,9/19/2025,AP,Gummy Bears,Staff 6,GaAP,Y,N
1508,2025-09-13 - 2025-09-19,9/13/2025,9/19/2025,AQ,Cookie Dough,Staff 1,CuAQ,N,N
1780,2025-09-13 - 2025-09-19,9/13/2025,9/19/2025,AR,Fruit Pie,Staff 3,FPAR,Y,N
1371,2025-09-13 - 2025-09-19,9/13/2025,9/19/2025,AS,Fruit Pie,Staff 3,FPAS,N,N
3119,2025-09-13 - 2025-09-19,9/13/2025,9/19/2025,AT,Gummy Bears,Staff 6,GaAT,Y,Y
1988,2025-09-13 - 2025-09-19,9/13/2025,9/19/2025,AU,Cookie Dough,Staff 5,CuAU,Y,N
1419,2025-09-13 - 2025-09-19,9/13/2025,9/19/2025,AV,Cookie Dough,Staff 5,CuAV,Y,Y
1781,2025-09-13 - 2025-09-19,9/13/2025,9/19/2025,AW,Fruit Pie,Staff 1,FPAW,Y,N
3120,2025-09-13 - 2025-09-19,9/13/2025,9/19/2025,AX,Gummy Bears,Staff 6,GaAX,Y,N
1420,2025-09-13 - 2025-09-19,9/13/2025,9/19/2025,AY,Fruit Pie,Staff 6,FPAY,Y,Y
3121,2025-09-13 - 2025-09-19,9/13/2025,9/19/2025,AZ,Cookie Dough,Staff 5,CuAZ,Y,N
3122,2025-09-13 - 2025-09-19,9/13/2025,9/19/2025,AAA,Cookie Dough,Staff 5,CuAAA,Y,N
2120,2025-09-13 - 2025-09-19,9/13/2025,9/19/2025,AAB,Fruit Pie,Staff 4,FPAAB,Y,N
2121,2025-09-13 - 2025-09-19,9/13/2025,9/19/2025,AAC,Fruit Pie,Staff 4,FPAAC,Y,Y
3123,2025-09-13 - 2025-09-19,9/13/2025,9/19/2025,AAD,Fruit Pie,Staff 1,FPAAD,Y,N
3124,2025-09-20 - 2025-09-26,9/20/2025,9/26/2025,A,Fruit Pie,Staff 1,FPA,N,N
2122,2025-09-20 - 2025-09-26,9/20/2025,9/26/2025,B,Fruit Pie,Staff 1,FPB,Y,N
1819,2025-09-20 - 2025-09-26,9/20/2025,9/26/2025,C,Gummy Bears,Staff 6,GaC,Y,Y
3125,2025-09-20 - 2025-09-26,9/20/2025,9/26/2025,D,Fruit Pie,Staff 1,FPD,Y,N
1938,2025-09-20 - 2025-09-26,9/20/2025,9/26/2025,E,Fruit Pie,Staff 3,FPE,Y,N
1782,2025-09-20 - 2025-09-26,9/20/2025,9/26/2025,F,Fruit Pie,Staff 3,FPF,Y,N
3126,2025-09-20 - 2025-09-26,9/20/2025,9/26/2025,G,Candy Canes,Staff 2,CnG,Y,N
1783,2025-09-20 - 2025-09-26,9/20/2025,9/26/2025,H,Candy Canes,Staff 2,CnH,Y,N
2123,2025-09-20 - 2025-09-26,9/20/2025,9/26/2025,I,Candy Canes,Staff 2,CnI,Y,Y
1939,2025-09-20 - 2025-09-26,9/20/2025,9/26/2025,J,Fruit Pie,Staff 3,FPJ,Y,N
2124,2025-09-20 - 2025-09-26,9/20/2025,9/26/2025,K,Fruit Pie,Staff 3,FPK,Y,N
1784,2025-09-20 - 2025-09-26,9/20/2025,9/26/2025,L,Fruit Pie,Staff 1,FPL,N,N
1940,2025-09-20 - 2025-09-26,9/20/2025,9/26/2025,M,Candy Canes,Staff 2,CnM,Y,N
1941,2025-09-20 - 2025-09-26,9/20/2025,9/26/2025,N,Fruit Pie,Staff 4,FPN,N,N
1785,2025-09-20 - 2025-09-26,9/20/2025,9/26/2025,O,Fruit Pie,Staff 3,FPO,N,N
1942,2025-09-20 - 2025-09-26,9/20/2025,9/26/2025,P,Fruit Pie,Staff 4,FPP,Y,N
1943,2025-09-20 - 2025-09-26,9/20/2025,9/26/2025,Q,Fruit Pie,Staff 4,FPQ,Y,Y
1989,2025-09-20 - 2025-09-26,9/20/2025,9/26/2025,R,Fruit Pie,Staff 3,FPR,N,N
1990,2025-09-20 - 2025-09-26,9/20/2025,9/26/2025,S,Fruit Pie,Staff 1,FPS,Y,N
1786,2025-09-20 - 2025-09-26,9/20/2025,9/26/2025,T,Fruit Pie,Staff 1,FPT,Y,N
2125,2025-09-20 - 2025-09-26,9/20/2025,9/26/2025,U,Fruit Pie,Staff 1,FPU,N,N
1421,2025-09-20 - 2025-09-26,9/20/2025,9/26/2025,V,Cookie Dough,Staff 5,CuV,Y,N
1991,2025-09-20 - 2025-09-26,9/20/2025,9/26/2025,W,Fruit Pie,Staff 1,FPW,Y,N
2126,2025-09-20 - 2025-09-26,9/20/2025,9/26/2025,X,Cookie Dough,Staff 5,CuX,N,N
1787,2025-09-20 - 2025-09-26,9/20/2025,9/26/2025,Y,Gummy Bears,Staff 6,GaY,N,N
2127,2025-09-20 - 2025-09-26,9/20/2025,9/26/2025,Z,Cookie Dough,Staff 4,CuZ,Y,Y
1372,2025-09-20 - 2025-09-26,9/20/2025,9/26/2025,AA,Cookie Dough,Staff 6,CuAA,Y,N
2128,2025-09-20 - 2025-09-26,9/20/2025,9/26/2025,AB,Gummy Bears,Staff 3,GaAB,Y,N
1944,2025-09-20 - 2025-09-26,9/20/2025,9/26/2025,AC,Fruit Pie,Staff 4,FPAC,Y,N
1820,2025-09-20 - 2025-09-26,9/20/2025,9/26/2025,AD,Fruit Pie,Staff 3,FPAD,Y,N
1373,2025-09-20 - 2025-09-26,9/20/2025,9/26/2025,AE,Candy Canes,Staff 2,CnAE,Y,N
3127,2025-09-20 - 2025-09-26,9/20/2025,9/26/2025,AF,Fruit Pie,Staff 4,FPAF,Y,N
3128,2025-09-20 - 2025-09-26,9/20/2025,9/26/2025,AG,Gummy Bears,Staff 6,GaAG,Y,N
2129,2025-09-20 - 2025-09-26,9/20/2025,9/26/2025,AH,Cookie Dough,Staff 5,CuAH,N,N
1788,2025-09-20 - 2025-09-26,9/20/2025,9/26/2025,AI,Cookie Dough,Staff 5,CuAI,Y,N
1992,2025-09-20 - 2025-09-26,9/20/2025,9/26/2025,AJ,Gummy Bears,Staff 6,GaAJ,Y,N
2130,2025-09-20 - 2025-09-26,9/20/2025,9/26/2025,AK,Fruit Pie,Staff 6,FPAK,Y,N
1374,2025-09-20 - 2025-09-26,9/20/2025,9/26/2025,AL,Gummy Bears,Staff 6,GaAL,Y,N
1375,2025-09-20 - 2025-09-26,9/20/2025,9/26/2025,AM,Candy Canes,Staff 2,CnAM,N,N
2131,2025-09-20 - 2025-09-26,9/20/2025,9/26/2025,AN,Cookie Dough,Staff 5,CuAN,Y,Y
1422,2025-09-20 - 2025-09-26,9/20/2025,9/26/2025,AO,Fruit Pie,Staff 1,FPAO,N,N
3129,2025-09-20 - 2025-09-26,9/20/2025,9/26/2025,AP,Gummy Bears,Staff 6,GaAP,Y,N
1423,2025-09-20 - 2025-09-26,9/20/2025,9/26/2025,AQ,Cookie Dough,Staff 1,CuAQ,N,N
1821,2025-09-20 - 2025-09-26,9/20/2025,9/26/2025,AR,Fruit Pie,Staff 3,FPAR,Y,N
2132,2025-09-20 - 2025-09-26,9/20/2025,9/26/2025,AS,Fruit Pie,Staff 3,FPAS,Y,N
1945,2025-09-20 - 2025-09-26,9/20/2025,9/26/2025,AT,Gummy Bears,Staff 6,GaAT,Y,N
1376,2025-09-20 - 2025-09-26,9/20/2025,9/26/2025,AU,Cookie Dough,Staff 5,CuAU,Y,N
1822,2025-09-20 - 2025-09-26,9/20/2025,9/26/2025,AV,Cookie Dough,Staff 5,CuAV,N,N
1424,2025-09-20 - 2025-09-26,9/20/2025,9/26/2025,AW,Fruit Pie,Staff 1,FPAW,N,N
1823,2025-09-20 - 2025-09-26,9/20/2025,9/26/2025,AX,Gummy Bears,Staff 6,GaAX,Y,N
1425,2025-09-20 - 2025-09-26,9/20/2025,9/26/2025,AY,Fruit Pie,Staff 6,FPAY,Y,N
2133,2025-09-20 - 2025-09-26,9/20/2025,9/26/2025,AZ,Cookie Dough,Staff 5,CuAZ,Y,N
1426,2025-09-20 - 2025-09-26,9/20/2025,9/26/2025,AAA,Cookie Dough,Staff 5,CuAAA,Y,N
1946,2025-09-20 - 2025-09-26,9/20/2025,9/26/2025,AAB,Fruit Pie,Staff 4,FPAAB,Y,N
1789,2025-09-20 - 2025-09-26,9/20/2025,9/26/2025,AAC,Fruit Pie,Staff 4,FPAAC,N,N
1947,2025-09-20 - 2025-09-26,9/20/2025,9/26/2025,AAD,Fruit Pie,Staff 1,FPAAD,Y,N
2134,2025-09-27 - 2025-10-03,9/27/2025,10/3/2025,A,Fruit Pie,Staff 1,FPA,N,N
2135,2025-09-27 - 2025-10-03,9/27/2025,10/3/2025,B,Fruit Pie,Staff 1,FPB,Y,N
1427,2025-09-27 - 2025-10-03,9/27/2025,10/3/2025,C,Gummy Bears,Staff 6,GaC,Y,N
1790,2025-09-27 - 2025-10-03,9/27/2025,10/3/2025,D,Fruit Pie,Staff 1,FPD,N,N
1948,2025-09-27 - 2025-10-03,9/27/2025,10/3/2025,E,Fruit Pie,Staff 3,FPE,Y,N
3130,2025-09-27 - 2025-10-03,9/27/2025,10/3/2025,F,Fruit Pie,Staff 3,FPF,Y,N
2136,2025-09-27 - 2025-10-03,9/27/2025,10/3/2025,G,Candy Canes,Staff 2,CnG,Y,N
1791,2025-09-27 - 2025-10-03,9/27/2025,10/3/2025,H,Candy Canes,Staff 2,CnH,Y,N
3131,2025-09-27 - 2025-10-03,9/27/2025,10/3/2025,I,Candy Canes,Staff 2,CnI,Y,N
1949,2025-09-27 - 2025-10-03,9/27/2025,10/3/2025,J,Fruit Pie,Staff 3,FPJ,Y,N
1428,2025-09-27 - 2025-10-03,9/27/2025,10/3/2025,K,Fruit Pie,Staff 3,FPK,N,N
1993,2025-09-27 - 2025-10-03,9/27/2025,10/3/2025,L,Fruit Pie,Staff 1,FPL,N,N
1994,2025-09-27 - 2025-10-03,9/27/2025,10/3/2025,M,Candy Canes,Staff 2,CnM,Y,N
1824,2025-09-27 - 2025-10-03,9/27/2025,10/3/2025,N,Fruit Pie,Staff 4,FPN,N,N
1377,2025-09-27 - 2025-10-03,9/27/2025,10/3/2025,O,Fruit Pie,Staff 3,FPO,N,N
1825,2025-09-27 - 2025-10-03,9/27/2025,10/3/2025,P,Fruit Pie,Staff 4,FPP,Y,N
2294,2025-09-27 - 2025-10-03,9/27/2025,10/3/2025,Q,Fruit Pie,Staff 4,FPQ,Y,Y
1826,2025-09-27 - 2025-10-03,9/27/2025,10/3/2025,R,Fruit Pie,Staff 3,FPR,N,N
2137,2025-09-27 - 2025-10-03,9/27/2025,10/3/2025,S,Fruit Pie,Staff 1,FPS,Y,N
1378,2025-09-27 - 2025-10-03,9/27/2025,10/3/2025,T,Fruit Pie,Staff 1,FPT,Y,N
3132,2025-09-27 - 2025-10-03,9/27/2025,10/3/2025,U,Fruit Pie,Staff 1,FPU,N,N
1379,2025-09-27 - 2025-10-03,9/27/2025,10/3/2025,V,Cookie Dough,Staff 5,CuV,Y,N
2295,2025-09-27 - 2025-10-03,9/27/2025,10/3/2025,W,Fruit Pie,Staff 1,FPW,Y,N
2410,2025-09-27 - 2025-10-03,9/27/2025,10/3/2025,X,Cookie Dough,Staff 5,CuX,Y,N
1792,2025-09-27 - 2025-10-03,9/27/2025,10/3/2025,Y,Gummy Bears,Staff 6,GaY,N,N
1827,2025-09-27 - 2025-10-03,9/27/2025,10/3/2025,Z,Cookie Dough,Staff 4,CuZ,Y,N
1380,2025-09-27 - 2025-10-03,9/27/2025,10/3/2025,AA,Cookie Dough,Staff 6,CuAA,Y,N
1995,2025-09-27 - 2025-10-03,9/27/2025,10/3/2025,AB,Gummy Bears,Staff 3,GaAB,Y,N
1996,2025-09-27 - 2025-10-03,9/27/2025,10/3/2025,AC,Fruit Pie,Staff 4,FPAC,Y,N
2296,2025-09-27 - 2025-10-03,9/27/2025,10/3/2025,AD,Fruit Pie,Staff 3,FPAD,Y,N
1429,2025-09-27 - 2025-10-03,9/27/2025,10/3/2025,AE,Candy Canes,Staff 2,CnAE,Y,N
2411,2025-09-27 - 2025-10-03,9/27/2025,10/3/2025,AF,Fruit Pie,Staff 4,FPAF,N,N
2412,2025-09-27 - 2025-10-03,9/27/2025,10/3/2025,AG,Gummy Bears,Staff 6,GaAG,Y,N
3133,2025-09-27 - 2025-10-03,9/27/2025,10/3/2025,AH,Cookie Dough,Staff 5,CuAH,N,N
1997,2025-09-27 - 2025-10-03,9/27/2025,10/3/2025,AI,Cookie Dough,Staff 5,CuAI,N,N
2297,2025-09-27 - 2025-10-03,9/27/2025,10/3/2025,AJ,Gummy Bears,Staff 6,GaAJ,Y,N
3134,2025-09-27 - 2025-10-03,9/27/2025,10/3/2025,AK,Fruit Pie,Staff 6,FPAK,Y,N
3135,2025-09-27 - 2025-10-03,9/27/2025,10/3/2025,AL,Gummy Bears,Staff 6,GaAL,Y,N
1828,2025-09-27 - 2025-10-03,9/27/2025,10/3/2025,AM,Candy Canes,Staff 2,CnAM,Y,N
1998,2025-09-27 - 2025-10-03,9/27/2025,10/3/2025,AN,Cookie Dough,Staff 5,CuAN,Y,N
2413,2025-09-27 - 2025-10-03,9/27/2025,10/3/2025,AO,Fruit Pie,Staff 1,FPAO,N,N
2414,2025-09-27 - 2025-10-03,9/27/2025,10/3/2025,AP,Gummy Bears,Staff 6,GaAP,Y,Y
3136,2025-09-27 - 2025-10-03,9/27/2025,10/3/2025,AQ,Cookie Dough,Staff 1,CuAQ,N,N
1999,2025-09-27 - 2025-10-03,9/27/2025,10/3/2025,AR,Fruit Pie,Staff 3,FPAR,Y,N
1430,2025-09-27 - 2025-10-03,9/27/2025,10/3/2025,AS,Fruit Pie,Staff 3,FPAS,Y,Y
2415,2025-09-27 - 2025-10-03,9/27/2025,10/3/2025,AT,Gummy Bears,Staff 6,GaAT,Y,N
3137,2025-09-27 - 2025-10-03,9/27/2025,10/3/2025,AU,Cookie Dough,Staff 5,CuAU,Y,N
1381,2025-09-27 - 2025-10-03,9/27/2025,10/3/2025,AV,Cookie Dough,Staff 5,CuAV,N,N
3138,2025-09-27 - 2025-10-03,9/27/2025,10/3/2025,AW,Fruit Pie,Staff 1,FPAW,Y,N
2000,2025-09-27 - 2025-10-03,9/27/2025,10/3/2025,AX,Gummy Bears,Staff 6,GaAX,Y,N
1829,2025-09-27 - 2025-10-03,9/27/2025,10/3/2025,AY,Fruit Pie,Staff 6,FPAY,Y,N
1431,2025-09-27 - 2025-10-03,9/27/2025,10/3/2025,AZ,Cookie Dough,Staff 5,CuAZ,N,N
1382,2025-09-27 - 2025-10-03,9/27/2025,10/3/2025,AAA,Cookie Dough,Staff 5,CuAAA,Y,N
2416,2025-09-27 - 2025-10-03,9/27/2025,10/3/2025,AAB,Fruit Pie,Staff 4,FPAAB,Y,N
3139,2025-09-27 - 2025-10-03,9/27/2025,10/3/2025,AAC,Fruit Pie,Staff 4,FPAAC,N,N
2001,2025-09-27 - 2025-10-03,9/27/2025,10/3/2025,AAD,Fruit Pie,Staff 1,FPAAD,N,N
1830,2025-10-04 - 2025-10-10,10/4/2025,10/10/2025,A,Fruit Pie,Staff 1,FPA,N,N
1432,2025-10-04 - 2025-10-10,10/4/2025,10/10/2025,B,Fruit Pie,Staff 1,FPB,Y,N
1383,2025-10-04 - 2025-10-10,10/4/2025,10/10/2025,C,Gummy Bears,Staff 6,GaC,Y,Y
1793,2025-10-04 - 2025-10-10,10/4/2025,10/10/2025,D,Fruit Pie,Staff 1,FPD,Y,N
3140,2025-10-04 - 2025-10-10,10/4/2025,10/10/2025,E,Fruit Pie,Staff 3,FPE,Y,N
1433,2025-10-04 - 2025-10-10,10/4/2025,10/10/2025,F,Fruit Pie,Staff 3,FPF,Y,N
2298,2025-10-04 - 2025-10-10,10/4/2025,10/10/2025,G,Candy Canes,Staff 2,CnG,Y,N
2002,2025-10-04 - 2025-10-10,10/4/2025,10/10/2025,H,Candy Canes,Staff 2,CnH,Y,N
1434,2025-10-04 - 2025-10-10,10/4/2025,10/10/2025,I,Candy Canes,Staff 2,CnI,Y,N
2003,2025-10-04 - 2025-10-10,10/4/2025,10/10/2025,J,Fruit Pie,Staff 3,FPJ,Y,N
1435,2025-10-04 - 2025-10-10,10/4/2025,10/10/2025,K,Fruit Pie,Staff 3,FPK,Y,N
3141,2025-10-04 - 2025-10-10,10/4/2025,10/10/2025,L,Fruit Pie,Staff 1,FPL,N,N
