,WeekPeriod,StartOfWeek,EndOfWeek,List_of_Sites_SHS_Portfolio,Facility_Type,PA,Facility_CD,Report_Status,Late_Submission_FLG
1673,2025-11-22 - 2025-11-28,2025-11-22,2025-11-28,PAUL'S PLACE SAFE HAVEN,Safe Haven,Cindy,M021,Y,N
1674,2025-11-22 - 2025-11-28,2025-11-22,2025-11-28,PROJECT HOSPITALITY DROP-IN,Drop-in Center,Cindy,DI03,Y,Y
1675,2025-11-22 - 2025-11-28,2025-11-22,2025-11-28,Project Hospitality Outreach Team,Outreach Team ,Elena,,N,N
1676,2025-11-22 - 2025-11-28,2025-11-22,2025-11-28,THE HOLLY STABILIZATION,Stabilization,Maggie,MS03,N,N
1677,2025-11-29 - 2025-12-05,2025-11-29,2025-12-05,Breaking Ground Brooklyn Outreach Team,Outreach Team ,Elena,,Y,N
1678,2025-11-29 - 2025-12-05,2025-11-29,2025-12-05,BRONXWORKS SAFE HAVEN - LIVING ROOM,Safe Haven,Brenita,X014,N,N
1679,2025-11-29 - 2025-12-05,2025-11-29,2025-12-05,LIVING ROOM DROP-IN CENTER,Drop-in Center,Cindy,DI01,N,N
1680,2025-11-29 - 2025-12-05,2025-11-29,2025-12-05,MAINCHANCE/GCN DROP-IN CENTER,Drop-in Center,Mohammed,DI02,Y,N
1681,2025-11-29 - 2025-12-05,2025-11-29,2025-12-05,MARMION AVENUE SAFE HAVEN,Safe Haven,Ernest,X179,Y,N
1682,2025-11-29 - 2025-12-05,2025-11-29,2025-12-05,PARKSIDE STABILIZATION,Stabilization,Maggie,BS04,N,N
1683,2025-11-29 - 2025-12-05,2025-11-29,2025-12-05,PROSPECT STABILIZATION BEDS PROGRAM,Stabilization,Maggie,XS05,Y,N
1684,2025-11-29 - 2025-12-05,2025-11-29,2025-12-05,THE ANDREWS SAFE HAVEN,Safe Haven,Mohammed,H074,N,N
1685,2025-11-29 - 2025-12-05,2025-11-29,2025-12-05,WESTCHESTER AVENUE SAFE HAVEN,Safe Haven,Brenita,X730,Y,N
1686,2025-12-06 - 2025-12-12,2025-12-06,2025-12-12,Breaking Ground Brooklyn Outreach Team,Outreach Team ,Elena,,N,N
1687,2025-12-06 - 2025-12-12,2025-12-06,2025-12-12,BRONXWORKS SAFE HAVEN - LIVING ROOM,Safe Haven,Brenita,X014,N,N
1688,2025-12-06 - 2025-12-12,2025-12-06,2025-12-12,LIVING ROOM DROP-IN CENTER,Drop-in Center,Cindy,DI01,N,N
1689,2025-12-06 - 2025-12-12,2025-12-06,2025-12-12,MAINCHANCE/GCN DROP-IN CENTER,Drop-in Center,Mohammed,DI02,Y,Y
1690,2025-12-06 - 2025-12-12,2025-12-06,2025-12-12,MARMION AVENUE SAFE HAVEN,Safe Haven,Ernest,X179,Y,N
1691,2025-12-06 - 2025-12-12,2025-12-06,2025-12-12,PARKSIDE STABILIZATION,Stabilization,Maggie,BS04,N,N
1692,2025-12-06 - 2025-12-12,2025-12-06,2025-12-12,PROSPECT STABILIZATION BEDS PROGRAM,Stabilization,Maggie,XS05,N,N
1693,2025-12-06 - 2025-12-12,2025-12-06,2025-12-12,THE ANDREWS SAFE HAVEN,Safe Haven,Mohammed,H074,Y,Y
1694,2025-12-06 - 2025-12-12,2025-12-06,2025-12-12,WESTCHESTER AVENUE SAFE HAVEN,Safe Haven,Brenita,X730,Y,N
1695,2025-12-13 - 2025-12-19,2025-12-13,2025-12-19,127TH STREET KELLY SAFE HAVEN,Safe Haven,Brenita,M018,N,N
1696,2025-12-13 - 2025-12-19,2025-12-13,2025-12-19,9TH AVENUE DROP-IN CENTER,Drop-in Center,Cindy,DI10,N,N
1697,2025-12-13 - 2025-12-19,2025-12-13,2025-12-19,BREAKING GROUND WILLIAMSBURG,Safe Haven,Mohammed,B019,Y,N
1698,2025-12-13 - 2025-12-19,2025-12-13,2025-12-19,CROMWELL AVENUE SAFE HAVEN,Safe Haven,Brenita,V014,Y,N
1699,2025-12-13 - 2025-12-19,2025-12-13,2025-12-19,HEGEMAN SAFE HAVEN,Safe Haven,Brenita,B014,Y,N
1700,2025-12-13 - 2025-12-19,2025-12-13,2025-12-19,INFINITI STABILIZATION,Stabilization,Maggie,BH13,Y,N
1701,2025-12-13 - 2025-12-19,2025-12-13,2025-12-19,LIVING ROOM DROP-IN CENTER,Drop-in Center,Cindy,DI01,N,N
1702,2025-12-13 - 2025-12-19,2025-12-13,2025-12-19,PAUL'S PLACE DROP IN,Drop-in Center,Cindy,DI08,Y,N
1703,2025-12-13 - 2025-12-19,2025-12-13,2025-12-19,VANDERBILT (YMCA) STABILIZATION,Stabilization,Maggie,XS01,N,N
1704,2025-12-20 - 2025-12-26,2025-12-20,2025-12-26,COMUNILIFE E. 146 STREET SAFE HAVEN I,Safe Haven,Ernest,X018,Y,N
1705,2025-12-20 - 2025-12-26,2025-12-20,2025-12-26,PROJECT HOSPITALITY DROP-IN,Drop-in Center,Cindy,DI03,N,N
1706,2025-12-20 - 2025-12-26,2025-12-20,2025-12-26,STEBBINS STABILIZATION,Stabilization,Brenita,XS02,N,N
1707,2025-12-20 - 2025-12-26,2025-12-20,2025-12-26,TOV STABILIZATION BEDS PROGRAM,Stabilization,Maggie,XS04,N,N
1708,2025-12-20 - 2025-12-26,2025-12-20,2025-12-26,TRAVELER'S SAFE HAVEN,Safe Haven,Brenita,M014,N,N
1709,2025-12-20 - 2025-12-26,2025-12-20,2025-12-26,UNION HALL SAFE HAVEN,Safe Haven,Cindy,QSH4,Y,Y
1710,2025-12-27 - 2026-01-02,2025-12-27,2026-01-02,127TH STREET KELLY SAFE HAVEN,Safe Haven,Brenita,M018,N,N
1711,2025-12-27 - 2026-01-02,2025-12-27,2026-01-02,9TH AVENUE DROP-IN CENTER,Drop-in Center,Cindy,DI10,N,N
1712,2025-12-27 - 2026-01-02,2025-12-27,2026-01-02,Breaking Ground Brooklyn Outreach Team,Outreach Team ,Elena,,N,N
1713,2025-12-27 - 2026-01-02,2025-12-27,2026-01-02,CROMWELL AVENUE SAFE HAVEN,Safe Haven,Brenita,V014,Y,Y
1714,2025-12-27 - 2026-01-02,2025-12-27,2026-01-02,HEGEMAN SAFE HAVEN,Safe Haven,Brenita,B014,Y,N
1715,2025-12-27 - 2026-01-02,2025-12-27,2026-01-02,LIVING ROOM DROP-IN CENTER,Drop-in Center,Cindy,DI01,N,N
1716,2025-12-27 - 2026-01-02,2025-12-27,2026-01-02,PAUL'S PLACE DROP IN,Drop-in Center,Cindy,DI08,N,N
1717,2025-12-27 - 2026-01-02,2025-12-27,2026-01-02,PROSPECT STABILIZATION BEDS PROGRAM,Stabilization,Maggie,XS05,N,N
1718,2025-12-27 - 2026-01-02,2025-12-27,2026-01-02,QUEENS DROP IN CENTER,Drop-in Center,Cindy,DI06,Y,N
1719,2025-12-27 - 2026-01-02,2025-12-27,2026-01-02,VANDERBILT (YMCA) STABILIZATION,Stabilization,Maggie,XS01,Y,N
1720,2025-12-27 - 2026-01-02,2025-12-27,2026-01-02,WESTCHESTER AVENUE SAFE HAVEN,Safe Haven,Brenita,X730,Y,N
1721,2026-01-03 - 2026-01-09,2026-01-03,2026-01-09,COMUNILIFE E. 146 STREET SAFE HAVEN I,Safe Haven,Ernest,X018,Y,N
1722,2026-01-03 - 2026-01-09,2026-01-03,2026-01-09,COMUNILIFE SAFE HAVEN II (MONROE AVENUE),Safe Haven,Ernest,X016,Y,N
1723,2026-01-03 - 2026-01-09,2026-01-03,2026-01-09,EAST HARLEM SAFE HAVEN,Safe Haven,Brenita,MS04,N,N
1724,2026-01-03 - 2026-01-09,2026-01-03,2026-01-09,PARK OVERLOOK STABILIZATION,Stabilization,Maggie,XS08,N,N
1725,2026-01-03 - 2026-01-09,2026-01-03,2026-01-09,PAUL'S PLACE SAFE HAVEN,Safe Haven,Cindy,M021,Y,N
1726,2026-01-03 - 2026-01-09,2026-01-03,2026-01-09,PROJECT HOSPITALITY DROP-IN,Drop-in Center,Cindy,DI03,N,N
1727,2026-01-03 - 2026-01-09,2026-01-03,2026-01-09,Project Hospitality Outreach Team,Outreach Team ,Elena,,Y,N
1728,2026-01-03 - 2026-01-09,2026-01-03,2026-01-09,THE HOLLY STABILIZATION,Stabilization,Maggie,MS03,Y,N
1729,2026-01-03 - 2026-01-09,2026-01-03,2026-01-09,TOV STABILIZATION BEDS PROGRAM,Stabilization,Maggie,XS04,Y,N
1730,2026-01-03 - 2026-01-09,2026-01-03,2026-01-09,UNION HALL SAFE HAVEN,Safe Haven,Cindy,QSH4,N,N
1731,2026-01-10 - 2026-01-16,2026-01-10,2026-01-16,Breaking Ground Brooklyn Outreach Team,Outreach Team ,Elena,,Y,N
1732,2026-01-10 - 2026-01-16,2026-01-10,2026-01-16,BRONXWORKS SAFE HAVEN - LIVING ROOM,Safe Haven,Brenita,X014,N,N
1733,2026-01-10 - 2026-01-16,2026-01-10,2026-01-16,LIVING ROOM DROP-IN CENTER,Drop-in Center,Cindy,DI01,N,N
1734,2026-01-10 - 2026-01-16,2026-01-10,2026-01-16,MAINCHANCE/GCN DROP-IN CENTER,Drop-in Center,Mohammed,DI02,Y,N
1735,2026-01-10 - 2026-01-16,2026-01-10,2026-01-16,MARMION AVENUE SAFE HAVEN,Safe Haven,Ernest,X179,Y,N
1736,2026-01-10 - 2026-01-16,2026-01-10,2026-01-16,PARKSIDE STABILIZATION,Stabilization,Maggie,BS04,N,N
1737,2026-01-10 - 2026-01-16,2026-01-10,2026-01-16,PROSPECT STABILIZATION BEDS PROGRAM,Stabilization,Maggie,XS05,N,N
1738,2026-01-10 - 2026-01-16,2026-01-10,2026-01-16,THE ANDREWS SAFE HAVEN,Safe Haven,Mohammed,H074,N,N
1739,2026-01-10 - 2026-01-16,2026-01-10,2026-01-16,WESTCHESTER AVENUE SAFE HAVEN,Safe Haven,Brenita,X730,N,N
1740,2026-01-17 - 2026-01-23,2026-01-17,2026-01-23,COMUNILIFE SAFE HAVEN II (MONROE AVENUE),Safe Haven,Ernest,X016,Y,N
1741,2026-01-17 - 2026-01-23,2026-01-17,2026-01-23,THE BAXTER SAFE HAVEN,Safe Haven,Mohammed,QSH3,Y,N
1742,2026-01-17 - 2026-01-23,2026-01-17,2026-01-23,TOV STABILIZATION BEDS PROGRAM,Stabilization,Maggie,XS04,N,N
1743,2026-01-24 - 2026-01-30,2026-01-24,2026-01-30,Breaking Ground Brooklyn Outreach Team,Outreach Team ,Elena,,N,N
1744,2026-01-24 - 2026-01-30,2026-01-24,2026-01-30,BRONXWORKS SAFE HAVEN - LIVING ROOM,Safe Haven,Brenita,X014,N,N
1745,2026-01-24 - 2026-01-30,2026-01-24,2026-01-30,LIVING ROOM DROP-IN CENTER,Drop-in Center,Cindy,DI01,N,N
1746,2026-01-24 - 2026-01-30,2026-01-24,2026-01-30,MARMION AVENUE SAFE HAVEN,Safe Haven,Ernest,X179,Y,Y
1747,2026-01-24 - 2026-01-30,2026-01-24,2026-01-30,PARKSIDE STABILIZATION,Stabilization,Maggie,BS04,Y,N
1748,2026-01-24 - 2026-01-30,2026-01-24,2026-01-30,PROSPECT STABILIZATION BEDS PROGRAM,Stabilization,Maggie,XS05,N,N
1749,2026-01-24 - 2026-01-30,2026-01-24,2026-01-30,THE ANDREWS SAFE HAVEN,Safe Haven,Mohammed,H074,N,N
1750,2026-01-24 - 2026-01-30,2026-01-24,2026-01-30,WESTCHESTER AVENUE SAFE HAVEN,Safe Haven,Brenita,X730,Y,N
1751,2026-01-31 - 2026-02-06,2026-01-31,2026-02-06,BRC RECEPTION,Safe Haven,Mohammed,M0B1,Y,N
1752,2026-01-31 - 2026-02-06,2026-01-31,2026-02-06,Breaking Ground Queens Outreach Team,Outreach Team ,Elena,,Y,N
1753,2026-01-31 - 2026-02-06,2026-01-31,2026-02-06,OLIVIERI DROP IN CENTER,Drop-in Center,Cindy,DI04,N,N
1754,2026-01-31 - 2026-02-06,2026-01-31,2026-02-06,WEBSTER SAFE HAVEN,Safe Haven,Ernest,XS03,Y,Y
1755,2026-02-07 - 2026-02-13,2026-02-07,2026-02-13,COMUNILIFE E. 146 STREET SAFE HAVEN I,Safe Haven,Ernest,X018,Y,N
1756,2026-02-07 - 2026-02-13,2026-02-07,2026-02-13,COMUNILIFE SAFE HAVEN II (MONROE AVENUE),Safe Haven,Ernest,X016,Y,N
1757,2026-02-07 - 2026-02-13,2026-02-07,2026-02-13,EAST HARLEM SAFE HAVEN,Safe Haven,Brenita,MS04,N,N
1758,2026-02-07 - 2026-02-13,2026-02-07,2026-02-13,PARK OVERLOOK STABILIZATION,Stabilization,Maggie,XS08,Y,N
1759,2026-02-07 - 2026-02-13,2026-02-07,2026-02-13,PAUL'S PLACE SAFE HAVEN,Safe Haven,Cindy,M021,N,N
1760,2026-02-07 - 2026-02-13,2026-02-07,2026-02-13,PROJECT HOSPITALITY DROP-IN,Drop-in Center,Cindy,DI03,Y,N
1761,2026-02-07 - 2026-02-13,2026-02-07,2026-02-13,Project Hospitality Outreach Team,Outreach Team ,Elena,,Y,N
1762,2026-02-07 - 2026-02-13,2026-02-07,2026-02-13,STEBBINS STABILIZATION,Stabilization,Brenita,XS02,N,N
1763,2026-02-07 - 2026-02-13,2026-02-07,2026-02-13,THE HOLLY STABILIZATION,Stabilization,Maggie,MS03,N,N
1764,2026-02-07 - 2026-02-13,2026-02-07,2026-02-13,TRAVELER'S SAFE HAVEN,Safe Haven,Brenita,M014,N,N
1765,2026-02-07 - 2026-02-13,2026-02-07,2026-02-13,UNION HALL SAFE HAVEN,Safe Haven,Cindy,QSH4,N,N
1766,2026-02-14 - 2026-02-20,2026-02-14,2026-02-20,BRC RECEPTION,Safe Haven,Mohammed,M0B1,N,N
1767,2026-02-14 - 2026-02-20,2026-02-14,2026-02-20,Breaking Ground Queens Outreach Team,Outreach Team ,Elena,,N,N
1768,2026-02-14 - 2026-02-20,2026-02-14,2026-02-20,EASTSIDE STABILIZATION,Stabilization,Maggie,MSH1,N,N
1769,2026-02-14 - 2026-02-20,2026-02-14,2026-02-20,INFINITI STABILIZATION,Stabilization,Maggie,BH13,N,N
1770,2026-02-14 - 2026-02-20,2026-02-14,2026-02-20,LONG ACRE STABILIZATION - CUCS,Stabilization,Ernest,M096,N,N
1771,2026-02-14 - 2026-02-20,2026-02-14,2026-02-20,LONG ACRE STABILIZATION -URBAN PATHWAY,Stabilization,Cindy,M095,N,N
1772,2026-02-14 - 2026-02-20,2026-02-14,2026-02-20,VUE HOTEL STABILIZATION,Stabilization,Maggie,MV01,N,N
1773,2026-02-14 - 2026-02-20,2026-02-14,2026-02-20,WASHINGTON STREET SAFE HAVEN,Safe Haven,Ernest,M035,N,N
1774,2026-02-14 - 2026-02-20,2026-02-14,2026-02-20,WEBSTER SAFE HAVEN,Safe Haven,Ernest,XS03,N,N
1775,2026-02-21 - 2026-02-27,2026-02-21,2026-02-27,BREAKING GROUND SEAFARERS,Safe Haven,Mohammed,M019,N,N
1776,2026-02-21 - 2026-02-27,2026-02-21,2026-02-27,COMUNILIFE E. 146 STREET SAFE HAVEN I,Safe Haven,Ernest,X018,N,N
1777,2026-02-21 - 2026-02-27,2026-02-21,2026-02-27,CONTINENTAL SAFE HAVEN,Safe Haven,Mohammed,B021,N,N
1778,2026-02-21 - 2026-02-27,2026-02-21,2026-02-27,PROJECT HOSPITALITY DROP-IN,Drop-in Center,Cindy,DI03,N,N
1779,2026-02-21 - 2026-02-27,2026-02-21,2026-02-27,STEBBINS STABILIZATION,Stabilization,Brenita,XS02,N,N
1780,2025-09-13 - 2025-09-19,2025-09-13,2025-09-19,THE ANDREWS SAFE HAVEN,Safe Haven,Mohammed,H074,Y,N
1781,2025-09-13 - 2025-09-19,2025-09-13,2025-09-19,TRAVELER'S SAFE HAVEN,Safe Haven,Brenita,M014,Y,N
1782,2025-09-20 - 2025-09-26,2025-09-20,2025-09-26,BRC RECEPTION,Safe Haven,Mohammed,M0B1,Y,N
1783,2025-09-20 - 2025-09-26,2025-09-20,2025-09-26,Breaking Ground Brooklyn Outreach Team,Outreach Team ,Elena,,Y,N
1784,2025-09-20 - 2025-09-26,2025-09-20,2025-09-26,BRONXWORKS SAFE HAVEN - LIVING ROOM,Safe Haven,Brenita,X014,N,N
1785,2025-09-20 - 2025-09-26,2025-09-20,2025-09-26,CARPENTER HOUSE SAFE HAVEN,Safe Haven,Mohammed,S014,N,N
1786,2025-09-20 - 2025-09-26,2025-09-20,2025-09-26,EAST FLATBUSH SAFE HAVEN,Safe Haven,Brenita,B016,Y,N
1787,2025-09-20 - 2025-09-26,2025-09-20,2025-09-26,LIVING ROOM DROP-IN CENTER,Drop-in Center,Cindy,DI01,N,N
1788,2025-09-20 - 2025-09-26,2025-09-20,2025-09-26,PARKSIDE STABILIZATION,Stabilization,Maggie,BS04,Y,N
1789,2025-09-20 - 2025-09-26,2025-09-20,2025-09-26,WEBSTER SAFE HAVEN,Safe Haven,Ernest,XS03,N,N
1790,2025-09-27 - 2025-10-03,2025-09-27,2025-10-03,BG AT 83RD STREET,Safe Haven,Brenita,MS01,N,N
1791,2025-09-27 - 2025-10-03,2025-09-27,2025-10-03,Breaking Ground Brooklyn Outreach Team,Outreach Team ,Elena,,Y,N
1792,2025-09-27 - 2025-10-03,2025-09-27,2025-10-03,LIVING ROOM DROP-IN CENTER,Drop-in Center,Cindy,DI01,N,N
1793,2025-10-04 - 2025-10-10,2025-10-04,2025-10-10,BG AT 83RD STREET,Safe Haven,Brenita,MS01,Y,N
1794,2025-10-04 - 2025-10-10,2025-10-04,2025-10-10,CARE FOUND HERE MORRIS AVENUE,Safe Haven,Ernest,XS07,Y,N
1795,2025-10-04 - 2025-10-10,2025-10-04,2025-10-10,PARK OVERLOOK STABILIZATION,Stabilization,Maggie,XS08,N,N
1796,2025-10-04 - 2025-10-10,2025-10-04,2025-10-10,THE GATHERING PLACE,Drop-in Center,Cindy,DI05,N,N
1797,2025-10-04 - 2025-10-10,2025-10-04,2025-10-10,UNION HALL DROP IN,Drop-in Center,Cindy,DI09,Y,Y
1798,2025-10-11 - 2025-10-17,2025-10-11,2025-10-17,105 STREET SAFE HAVEN,Safe Haven,Brenita,M011,Y,N
1799,2025-10-11 - 2025-10-17,2025-10-11,2025-10-17,127TH STREET KELLY SAFE HAVEN,Safe Haven,Brenita,M018,Y,N
1800,2025-10-11 - 2025-10-17,2025-10-11,2025-10-17,BRC BOWERY SAFE HAVEN,Safe Haven,Mohammed,M034,N,N
1801,2025-10-11 - 2025-10-17,2025-10-11,2025-10-17,BRC RECEPTION,Safe Haven,Mohammed,M0B1,Y,N
1802,2025-10-11 - 2025-10-17,2025-10-11,2025-10-17,BREAKING GROUND WILLIAMSBURG,Safe Haven,Mohammed,B019,Y,N
1803,2025-10-11 - 2025-10-17,2025-10-11,2025-10-17,BRONXWORKS SAFE HAVEN - LIVING ROOM,Safe Haven,Brenita,X014,N,N
1804,2025-10-11 - 2025-10-17,2025-10-11,2025-10-17,BronxWorks Outreach Team,Outreach Team ,Elena,,Y,N
1805,2025-10-11 - 2025-10-17,2025-10-11,2025-10-17,INFINITI STABILIZATION,Stabilization,Maggie,BH13,Y,N
1806,2025-10-11 - 2025-10-17,2025-10-11,2025-10-17,LONG ACRE STABILIZATION - CUCS,Stabilization,Ernest,M096,N,N
1807,2025-10-11 - 2025-10-17,2025-10-11,2025-10-17,OLD BROADWAY SAFE HAVEN,Safe Haven,Ernest,M022,Y,N
1808,2025-10-11 - 2025-10-17,2025-10-11,2025-10-17,OLIVIERI DROP IN CENTER,Drop-in Center,Cindy,DI04,Y,N
1809,2025-10-11 - 2025-10-17,2025-10-11,2025-10-17,THE BAXTER SAFE HAVEN,Safe Haven,Mohammed,QSH3,Y,N
1810,2025-10-11 - 2025-10-17,2025-10-11,2025-10-17,VANDERBILT (YMCA) STABILIZATION,Stabilization,Maggie,XS01,N,N
1811,2025-10-11 - 2025-10-17,2025-10-11,2025-10-17,WASHINGTON STREET SAFE HAVEN,Safe Haven,Ernest,M035,Y,N
1812,2025-10-18 - 2025-10-24,2025-10-18,2025-10-24,BG AT 83RD STREET,Safe Haven,Brenita,MS01,Y,N
1813,2025-10-18 - 2025-10-24,2025-10-18,2025-10-24,CARPENTER HOUSE SAFE HAVEN,Safe Haven,Mohammed,S014,N,N
1814,2025-10-18 - 2025-10-24,2025-10-18,2025-10-24,EAST FLATBUSH SAFE HAVEN,Safe Haven,Brenita,B016,Y,N
1815,2025-10-18 - 2025-10-24,2025-10-18,2025-10-24,EASTSIDE STABILIZATION,Stabilization,Maggie,MSH1,Y,N
1816,2025-10-18 - 2025-10-24,2025-10-18,2025-10-24,LONG ACRE STABILIZATION -URBAN PATHWAY,Stabilization,Cindy,M095,Y,N
1817,2025-10-18 - 2025-10-24,2025-10-18,2025-10-24,Project Hospitality Outreach Team,Outreach Team ,Elena,,N,N
1818,2025-10-18 - 2025-10-24,2025-10-18,2025-10-24,THE HOLLY STABILIZATION,Stabilization,Maggie,MS03,Y,N
1819,2025-09-20 - 2025-09-26,2025-09-20,2025-09-26,9TH AVENUE DROP-IN CENTER,Drop-in Center,Cindy,DI10,Y,Y
1820,2025-09-20 - 2025-09-26,2025-09-20,2025-09-26,MIDWOOD SAFE HAVEN,Safe Haven,Mohammed,B015,Y,N
1821,2025-09-20 - 2025-09-26,2025-09-20,2025-09-26,THE ANDREWS SAFE HAVEN,Safe Haven,Mohammed,H074,Y,N
1822,2025-09-20 - 2025-09-26,2025-09-20,2025-09-26,TOV STABILIZATION BEDS PROGRAM,Stabilization,Maggie,XS04,N,N
1823,2025-09-20 - 2025-09-26,2025-09-20,2025-09-26,UNION HALL DROP IN,Drop-in Center,Cindy,DI09,Y,N
1824,2025-09-27 - 2025-10-03,2025-09-27,2025-10-03,CARE FOUND HERE MORRIS AVENUE,Safe Haven,Ernest,XS07,N,N
1825,2025-09-27 - 2025-10-03,2025-09-27,2025-10-03,COMUNILIFE E. 146 STREET SAFE HAVEN I,Safe Haven,Ernest,X018,Y,N
1826,2025-09-27 - 2025-10-03,2025-09-27,2025-10-03,CONTINENTAL SAFE HAVEN,Safe Haven,Mohammed,B021,N,N
1827,2025-09-27 - 2025-10-03,2025-09-27,2025-10-03,LONG ACRE STABILIZATION - CUCS,Stabilization,Ernest,M096,Y,N
1828,2025-09-27 - 2025-10-03,2025-09-27,2025-10-03,Project Hospitality Outreach Team,Outreach Team ,Elena,,Y,N
1829,2025-09-27 - 2025-10-03,2025-09-27,2025-10-03,UNION HALL SAFE HAVEN,Safe Haven,Cindy,QSH4,Y,N
1830,2025-10-04 - 2025-10-10,2025-10-04,2025-10-10,105 STREET SAFE HAVEN,Safe Haven,Brenita,M011,N,N
1831,2025-10-04 - 2025-10-10,2025-10-04,2025-10-10,EAST HARLEM SAFE HAVEN,Safe Haven,Brenita,MS04,N,N
1832,2025-10-04 - 2025-10-10,2025-10-04,2025-10-10,PAUL'S PLACE SAFE HAVEN,Safe Haven,Cindy,M021,Y,N
1833,2025-10-04 - 2025-10-10,2025-10-04,2025-10-10,PROJECT HOSPITALITY DROP-IN,Drop-in Center,Cindy,DI03,Y,N
1834,2025-10-04 - 2025-10-10,2025-10-04,2025-10-10,THE BAXTER SAFE HAVEN,Safe Haven,Mohammed,QSH3,Y,N
1835,2025-10-04 - 2025-10-10,2025-10-04,2025-10-10,TOV STABILIZATION BEDS PROGRAM,Stabilization,Maggie,XS04,N,N
1836,2025-10-11 - 2025-10-17,2025-10-11,2025-10-17,Breaking Ground Queens Outreach Team,Outreach Team ,Elena,,Y,N
1837,2025-10-11 - 2025-10-17,2025-10-11,2025-10-17,CARE FOUND HERE MORRIS AVENUE,Safe Haven,Ernest,XS07,Y,N
1838,2025-10-11 - 2025-10-17,2025-10-11,2025-10-17,CONTINENTAL SAFE HAVEN,Safe Haven,Mohammed,B021,Y,Y
1839,2025-10-11 - 2025-10-17,2025-10-11,2025-10-17,EASTSIDE STABILIZATION,Stabilization,Maggie,MSH1,Y,N
1840,2025-10-11 - 2025-10-17,2025-10-11,2025-10-17,HEGEMAN SAFE HAVEN,Safe Haven,Brenita,B014,Y,N
1841,2025-10-11 - 2025-10-17,2025-10-11,2025-10-17,PAUL'S PLACE DROP IN,Drop-in Center,Cindy,DI08,Y,N
1842,2025-10-11 - 2025-10-17,2025-10-11,2025-10-17,UNION HALL SAFE HAVEN,Safe Haven,Cindy,QSH4,N,N
1843,2025-10-18 - 2025-10-24,2025-10-18,2025-10-24,MARMION AVENUE SAFE HAVEN,Safe Haven,Ernest,X179,Y,N
1844,2025-10-18 - 2025-10-24,2025-10-18,2025-10-24,PARKSIDE STABILIZATION,Stabilization,Maggie,BS04,Y,N
1845,2025-10-18 - 2025-10-24,2025-10-18,2025-10-24,QUEENS DROP IN CENTER,Drop-in Center,Cindy,DI06,Y,N
1846,2025-10-18 - 2025-10-24,2025-10-18,2025-10-24,THE ANDREWS SAFE HAVEN,Safe Haven,Mohammed,H074,Y,N
1847,2025-10-18 - 2025-10-24,2025-10-18,2025-10-24,WESTCHESTER AVENUE SAFE HAVEN,Safe Haven,Brenita,X730,Y,N
1848,2025-10-25 - 2025-10-31,2025-10-25,2025-10-31,Breaking Ground Queens Outreach Team,Outreach Team ,Elena,,Y,N
1849,2025-10-25 - 2025-10-31,2025-10-25,2025-10-31,CONTINENTAL SAFE HAVEN,Safe Haven,Mohammed,B021,Y,N
1850,2025-10-25 - 2025-10-31,2025-10-25,2025-10-31,EASTSIDE STABILIZATION,Stabilization,Maggie,MSH1,Y,N
1851,2025-10-25 - 2025-10-31,2025-10-25,2025-10-31,LONG ACRE STABILIZATION - CUCS,Stabilization,Ernest,M096,N,N
1852,2025-10-25 - 2025-10-31,2025-10-25,2025-10-31,PARK OVERLOOK STABILIZATION,Stabilization,Maggie,XS08,N,N
1853,2025-10-25 - 2025-10-31,2025-10-25,2025-10-31,PAUL'S PLACE DROP IN,Drop-in Center,Cindy,DI08,Y,N
1854,2025-11-01 - 2025-11-07,2025-11-01,2025-11-07,127TH STREET KELLY SAFE HAVEN,Safe Haven,Brenita,M018,N,N
1855,2025-11-01 - 2025-11-07,2025-11-01,2025-11-07,CROMWELL AVENUE SAFE HAVEN,Safe Haven,Brenita,V014,N,N
1856,2025-11-01 - 2025-11-07,2025-11-01,2025-11-07,EAST FLATBUSH SAFE HAVEN,Safe Haven,Brenita,B016,N,N
1857,2025-08-16 - 2025-08-22,2025-08-16,2025-08-22,BRC RECEPTION,Safe Haven,Mohammed,M0B1,N,N
1858,2025-08-16 - 2025-08-22,2025-08-16,2025-08-22,Breaking Ground Queens Outreach Team,Outreach Team ,Elena,,Y,N
1859,2025-08-16 - 2025-08-22,2025-08-16,2025-08-22,EASTSIDE STABILIZATION,Stabilization,Maggie,MSH1,Y,N
1860,2025-08-16 - 2025-08-22,2025-08-16,2025-08-22,INFINITI STABILIZATION,Stabilization,Maggie,BH13,Y,N
1861,2025-08-16 - 2025-08-22,2025-08-16,2025-08-22,LONG ACRE STABILIZATION - CUCS,Stabilization,Ernest,M096,N,N
1862,2025-08-16 - 2025-08-22,2025-08-16,2025-08-22,LONG ACRE STABILIZATION -URBAN PATHWAY,Stabilization,Cindy,M095,Y,N
1863,2025-08-16 - 2025-08-22,2025-08-16,2025-08-22,PYRAMID SAFE HAVEN,Safe Haven,Brenita,X015,N,N
1864,2025-08-16 - 2025-08-22,2025-08-16,2025-08-22,VUE HOTEL STABILIZATION,Stabilization,Maggie,MV01,Y,N
1865,2025-08-16 - 2025-08-22,2025-08-16,2025-08-22,WASHINGTON STREET SAFE HAVEN,Safe Haven,Ernest,M035,Y,N
1866,2025-08-16 - 2025-08-22,2025-08-16,2025-08-22,WEBSTER SAFE HAVEN,Safe Haven,Ernest,XS03,Y,N
